"","code","license","publisher","datasetName","year","month","day","scientificName","family","FID","date","depth","mlotst","to","so","zo","prouct_type","bathy","slope","FID.1","lon","lat"
"6373",24445,"CC_BY_4_0","Flanders Marine Institute","MONICET",2009,8,16,"Physeter macrocephalus","Physeteridae",0,"2009-08-01",0,13.5999999999999,23.07,36.303,0.24,"Reanalysis",844.190856933594,1.2706857919693,0,-411.230637194823,4220.78343002237
"6374",24446,"CC_BY_4_0","Flanders Marine Institute","MONICET",2009,7,5,"Physeter macrocephalus","Physeteridae",0,"2009-07-01",0,13.8999999999996,20.528,36.263,0.224,"Reanalysis",946.837463378906,1.28778791427612,0,-449.195773938694,4218.3234372529
"6375",24447,"CC_BY_4_0","Flanders Marine Institute","MONICET",2015,9,1,"Physeter macrocephalus","Physeteridae",0,"2015-09-01",0,24,23.131,36.279,0.252,"Reanalysis",490.380187988281,1.16985630989075,0,-451.207550748643,4224.20357145221
"6376",24449,"CC_BY_4_0","Flanders Marine Institute","MONICET",2015,6,6,"Physeter macrocephalus","Physeteridae",0,"2015-06-01",0,17.3999999999996,20.31,36.205,0.223,"Reanalysis",1482.34216308594,1.2498631477356,0,-415.767117416649,4212.26640743422
"6377",24450,"CC_BY_4_0","Flanders Marine Institute","MONICET",2019,7,29,"Physeter macrocephalus","Physeteridae",0,"2019-07-01",0,13.1999999999998,22.141,36.2,0.254,"Reanalysis",844.190856933594,1.2706857919693,0,-407.93626949178,4218.1621747864
"6378",24455,"CC_BY_4_0","Flanders Marine Institute","MONICET",2015,5,20,"Physeter macrocephalus","Physeteridae",0,"2015-05-01",0,33.1999999999998,17.526,36.062,0.215,"Reanalysis",1265.71142578125,1.58765995502472,0,-418.176887237395,4214.79155634596
"6379",24456,"CC_BY_4_0","Flanders Marine Institute","MONICET",2019,7,17,"Physeter macrocephalus","Physeteridae",0,"2019-07-01",0,14.6999999999998,22.292,36.213,0.295,"Reanalysis",1081.01684570312,0.813656568527222,0,-674.986746277179,4367.42267748184
"6380",24457,"CC_BY_4_0","Flanders Marine Institute","MONICET",2019,7,29,"Physeter macrocephalus","Physeteridae",0,"2019-07-01",0,13,21.494,36.188,0.257,"Reanalysis",425.956451416016,0.380395948886871,0,-443.49264938769,4221.05224266108
"6381",24460,"CC_BY_4_0","Flanders Marine Institute","MONICET",2016,9,15,"Physeter macrocephalus","Physeteridae",0,"2016-09-01",0,18.5999999999999,23.624,36.282,0.291,"Reanalysis",689.592163085938,1.0527777671814,0,-419.574206841969,4218.3322678008
"6382",24464,"CC_BY_4_0","Flanders Marine Institute","MONICET",2018,7,2,"Physeter macrocephalus","Physeteridae",0,"2018-07-01",0,11.5999999999999,22.501,36.388,0.314,"Reanalysis",1384.72216796875,1.37202680110931,0,-665.640823544807,4321.55112518274
"6383",24465,"CC_BY_4_0","Flanders Marine Institute","MONICET",2010,10,15,"Physeter macrocephalus","Physeteridae",0,"2010-10-01",0,46.4000000000001,20.962,36.323,0.221,"Reanalysis",1050.84350585938,1.75782752037048,0,-428.93714398931,4214.87475081176
"6384",24466,"CC_BY_4_0","Flanders Marine Institute","MONICET",2016,6,18,"Physeter macrocephalus","Physeteridae",0,"2016-06-01",0,27.5999999999999,18.502,36.107,0.24,"Reanalysis",896.128601074219,1.16411101818085,0,-694.091794719008,4377.16219827677
"6385",24467,"CC_BY_4_0","Flanders Marine Institute","MONICET",2017,8,20,"Physeter macrocephalus","Physeteridae",0,"2017-08-01",0,12,23.27,36.13,0.273,"Reanalysis",1500.52185058594,1.17277908325195,0,-640.44424587426,4328.15238052112
"6386",24469,"CC_BY_4_0","Flanders Marine Institute","MONICET",2010,9,22,"Physeter macrocephalus","Physeteridae",0,"2010-09-01",0,28.8999999999996,22.651,36.117,0.221,"Reanalysis",1265.71142578125,1.58765995502472,0,-426.278157490861,4214.57411393193
"6387",24471,"CC_BY_4_0","Flanders Marine Institute","MONICET",2018,6,21,"Physeter macrocephalus","Physeteridae",0,"2018-06-01",0,14,20.696,36.273,0.299,"Reanalysis",1015.11608886719,1.01805245876312,0,-687.435638435591,4373.86522349605
"6388",24472,"CC_BY_4_0","Flanders Marine Institute","MONICET",2017,6,24,"Physeter macrocephalus","Physeteridae",0,"2017-06-01",0,17.5,19.164,36.135,0.247,"Reanalysis",1023.13513183594,1.27069485187531,0,-705.100617799161,4375.42211973721
"6389",24475,"CC_BY_4_0","Flanders Marine Institute","MONICET",2015,8,10,"Physeter macrocephalus","Physeteridae",0,"2015-08-01",0,16.2999999999997,23.406,36.212,0.239,"Reanalysis",1482.34216308594,1.2498631477356,0,-414.24240495158,4209.84084184627
"6390",24477,"CC_BY_4_0","Flanders Marine Institute","MONICET",2018,8,14,"Physeter macrocephalus","Physeteridae",0,"2018-08-01",0,11.3999999999996,25.104,36.415,0.343,"Reanalysis",1773.44091796875,0.801110684871674,0,-647.967780920294,4313.28655599349
"6391",24483,"CC_BY_4_0","Flanders Marine Institute","MONICET",2018,6,8,"Physeter macrocephalus","Physeteridae",0,"2018-06-01",0,14.0999999999999,20.672,36.282,0.29,"Reanalysis",1437.36767578125,0.948170244693756,0,-654.920402589003,4321.1280788324
"6392",24486,"CC_BY_4_0","Flanders Marine Institute","MONICET",2016,9,15,"Physeter macrocephalus","Physeteridae",0,"2016-09-01",0,22.6999999999998,23.382,36.301,0.306,"Reanalysis",662.797790527344,1.29664885997772,0,-453.388620833388,4213.1628222484
"6393",24488,"CC_BY_4_0","Flanders Marine Institute","MONICET",2015,4,2,"Physeter macrocephalus","Physeteridae",0,"2015-04-01",0,22.6999999999998,16.612,36.109,0.263,"Reanalysis",896.128601074219,1.16411101818085,0,-688.845647145763,4376.36316773166
"6394",24491,"CC_BY_4_0","Flanders Marine Institute","MONICET",2016,6,19,"Physeter macrocephalus","Physeteridae",0,"2016-06-01",0,16.6999999999998,18.813,36.164,0.187,"Reanalysis",490.380187988281,1.16985630989075,0,-451.725515159987,4219.74615529238
"6395",24492,"CC_BY_4_0","Flanders Marine Institute","MONICET",2017,9,21,"Physeter macrocephalus","Physeteridae",0,"2017-09-01",0,17.1999999999998,23.528,36.25,0.308,"Reanalysis",1089.95190429688,1.58661651611328,0,-680.651008804311,4329.46958223053
"6396",24493,"CC_BY_4_0","Flanders Marine Institute","MONICET",2019,5,10,"Physeter macrocephalus","Physeteridae",0,"2019-05-01",0,38.3999999999996,17.626,36.217,0.209,"Reanalysis",762.213073730469,2.42390322685242,0,-466.277952607068,4248.57228426963
"6397",24494,"CC_BY_4_0","Flanders Marine Institute","MONICET",2019,7,16,"Physeter macrocephalus","Physeteridae",0,"2019-07-01",0,15.0999999999999,22.24,36.219,0.308,"Reanalysis",1015.11608886719,1.01805245876312,0,-681.279991790372,4367.22651290278
"6398",24495,"CC_BY_4_0","Flanders Marine Institute","MONICET",2015,7,10,"Physeter macrocephalus","Physeteridae",0,"2015-07-01",0,12.0999999999999,22.202,36.278,0.212,"Reanalysis",1265.71142578125,1.58765995502472,0,-427.038558628189,4215.788352403
"6399",24497,"CC_BY_4_0","Flanders Marine Institute","MONICET",2018,9,11,"Physeter macrocephalus","Physeteridae",0,"2018-09-01",0,19.5,24.399,36.371,0.367,"Reanalysis",1081.01684570312,0.813656568527222,0,-672.153228085642,4362.43479946337
"6400",24498,"CC_BY_4_0","Flanders Marine Institute","MONICET",2017,6,20,"Physeter macrocephalus","Physeteridae",0,"2017-06-01",0,16,19.832,35.995,0.204,"Reanalysis",689.592163085938,1.0527777671814,0,-419.449164713043,4219.44630549963
"6401",24500,"CC_BY_4_0","Flanders Marine Institute","MONICET",2016,6,18,"Physeter macrocephalus","Physeteridae",0,"2016-06-01",0,19.2999999999997,18.674,36.169,0.196,"Reanalysis",425.956451416016,0.380395948886871,0,-447.165409131084,4220.34700155826
"6402",24501,"CC_BY_4_0","Flanders Marine Institute","MONICET",2010,7,17,"Physeter macrocephalus","Physeteridae",0,"2010-07-01",0,12.0999999999999,22.398,36.126,0.181,"Reanalysis",1083.17236328125,1.58680605888367,0,-405.279609876878,4217.86819706809
"6403",24505,"CC_BY_4_0","Flanders Marine Institute","MONICET",2016,7,19,"Physeter macrocephalus","Physeteridae",0,"2016-07-01",0,11.7999999999997,21.909,36.124,0.243,"Reanalysis",397.573303222656,0.927445828914642,0,-433.366333158211,4223.27794793061
"6404",24507,"CC_BY_4_0","Flanders Marine Institute","MONICET",2015,9,14,"Physeter macrocephalus","Physeteridae",0,"2015-09-01",0,22.5999999999999,21.935,36.107,0.308,"Reanalysis",1317.03820800781,1.25625884532928,0,-683.797892957805,4380.16474068214
"6405",24509,"CC_BY_4_0","Flanders Marine Institute","MONICET",2014,7,31,"Physeter macrocephalus","Physeteridae",0,"2014-07-01",0,12.1999999999998,21.47,36.189,0.259,"Reanalysis",896.128601074219,1.16411101818085,0,-688.648994475235,4371.76544389332
"6406",24510,"CC_BY_4_0","Flanders Marine Institute","MONICET",2016,8,2,"Physeter macrocephalus","Physeteridae",0,"2016-08-01",0,11.2999999999997,23.45,36.106,0.217,"Reanalysis",1090.47790527344,1.30656290054321,0,-579.584138792619,4341.23247228773
"6407",24511,"CC_BY_4_0","Flanders Marine Institute","MONICET",2018,8,24,"Physeter macrocephalus","Physeteridae",0,"2018-08-01",0,11.0999999999999,24.384,36.353,0.295,"Reanalysis",1015.11608886719,1.01805245876312,0,-687.943347723677,4370.51652756483
"6408",24513,"CC_BY_4_0","Flanders Marine Institute","MONICET",2019,7,27,"Physeter macrocephalus","Physeteridae",0,"2019-07-01",0,13.1999999999998,22.141,36.2,0.254,"Reanalysis",689.592163085938,1.0527777671814,0,-426.786633072677,4218.01658816942
"6409",24514,"CC_BY_4_0","Flanders Marine Institute","MONICET",2018,8,30,"Physeter macrocephalus","Physeteridae",0,"2018-08-01",0,13.6999999999998,23.515,36.436,0.357,"Reanalysis",946.837463378906,1.28778791427612,0,-445.149090186479,4214.46857652687
"6410",24517,"CC_BY_4_0","Flanders Marine Institute","MONICET",2018,7,8,"Physeter macrocephalus","Physeteridae",0,"2018-07-01",0,13.2999999999997,21.889,36.433,0.324,"Reanalysis",844.190856933594,1.2706857919693,0,-411.726406170173,4216.32759575201
"6411",24519,"CC_BY_4_0","Flanders Marine Institute","MONICET",2013,8,16,"Physeter macrocephalus","Physeteridae",0,"2013-08-01",0,11.8999999999996,22.481,36.18,0.287,"Reanalysis",1015.11608886719,1.01805245876312,0,-680.102635845946,4375.03962725647
"6412",24521,"CC_BY_4_0","Flanders Marine Institute","MONICET",2019,7,4,"Physeter macrocephalus","Physeteridae",0,"2019-07-01",0,15.0999999999999,22.24,36.219,0.308,"Reanalysis",1015.11608886719,1.01805245876312,0,-684.47405292788,4375.70012031991
"6413",24524,"CC_BY_4_0","Flanders Marine Institute","MONICET",2015,6,12,"Physeter macrocephalus","Physeteridae",0,"2015-06-01",0,16.0999999999999,19.865,36.212,0.266,"Reanalysis",1384.72216796875,1.37202680110931,0,-670.648764653123,4330.27002679641
"6414",24526,"CC_BY_4_0","Flanders Marine Institute","MONICET",2011,7,23,"Physeter macrocephalus","Physeteridae",0,"2011-07-01",0,12.2999999999997,21.401,36.344,0.239,"Reanalysis",844.190856933594,1.2706857919693,0,-416.916911695905,4218.03448003903
"6415",24527,"CC_BY_4_0","Flanders Marine Institute","MONICET",2017,9,25,"Physeter macrocephalus","Physeteridae",0,"2017-09-01",0,17,23.698,36.233,0.321,"Reanalysis",1773.44091796875,0.801110684871674,0,-648.370227277967,4304.23070511332
"6416",24528,"CC_BY_4_0","Flanders Marine Institute","MONICET",2011,5,31,"Physeter macrocephalus","Physeteridae",0,"2011-05-01",0,35.6999999999998,16.855,36.307,0.144,"Reanalysis",689.592163085938,1.0527777671814,0,-422.231563481174,4218.63094128141
"6417",24531,"CC_BY_4_0","Flanders Marine Institute","MONICET",2019,7,15,"Physeter macrocephalus","Physeteridae",0,"2019-07-01",0,15.0999999999999,22.24,36.219,0.308,"Reanalysis",1015.11608886719,1.01805245876312,0,-677.108858562028,4371.16475542574
"6418",24532,"CC_BY_4_0","Flanders Marine Institute","MONICET",2013,8,16,"Physeter macrocephalus","Physeteridae",0,"2013-08-01",0,11.8999999999996,22.481,36.18,0.287,"Reanalysis",1015.11608886719,1.01805245876312,0,-679.396542850306,4373.79171166085
"6419",24534,"CC_BY_4_0","Flanders Marine Institute","MONICET",2019,8,30,"Physeter macrocephalus","Physeteridae",0,"2019-08-01",0,15.2999999999997,24.329,36.338,0.246,"Reanalysis",1777.00402832031,1.93891668319702,0,-432.091937819469,4194.91967116712
"6420",24536,"CC_BY_4_0","Flanders Marine Institute","MONICET",2012,8,6,"Physeter macrocephalus","Physeteridae",0,"2012-08-01",0,16.6999999999998,22.786,36.193,0.215,"Reanalysis",844.190856933594,1.2706857919693,0,-408.94539362458,4217.14642878426
"6421",24538,"CC_BY_4_0","Flanders Marine Institute","MONICET",2017,3,21,"Physeter macrocephalus","Physeteridae",0,"2017-03-01",0,65.2999999999997,15.924,36.139,0.204,"Reanalysis",1090.47790527344,1.30656290054321,0,-580.15451457352,4343.58268731602
"6422",24540,"CC_BY_4_0","Flanders Marine Institute","MONICET",2009,8,23,"Physeter macrocephalus","Physeteridae",0,"2009-08-01",0,13.5999999999999,23.07,36.303,0.24,"Reanalysis",689.592163085938,1.0527777671814,0,-426.02653549563,4216.80234132558
"6423",24541,"CC_BY_4_0","Flanders Marine Institute","MONICET",2010,11,1,"Physeter macrocephalus","Physeteridae",0,"2010-11-01",0,55.0999999999999,20.304,36.46,0.248,"Reanalysis",844.190856933594,1.2706857919693,0,-408.821836179482,4218.26036397027
"6424",24542,"CC_BY_4_0","Flanders Marine Institute","MONICET",2019,10,17,"Physeter macrocephalus","Physeteridae",0,"2019-10-01",0,27.5,22.349,36.41,0.277,"Reanalysis",633.991943359375,1.45057570934296,0,-453.534768525368,4204.14458778004
"6425",24544,"CC_BY_4_0","Flanders Marine Institute","MONICET",2011,4,25,"Physeter macrocephalus","Physeteridae",0,"2011-04-01",0,35,16.254,36.182,0.097,"Reanalysis",1265.71142578125,1.58765995502472,0,-419.063023441519,4214.89079312874
"6426",24545,"CC_BY_4_0","Flanders Marine Institute","MONICET",2012,6,21,"Physeter macrocephalus","Physeteridae",0,"2012-06-01",0,18,19.921,36.216,0.184,"Reanalysis",1050.84350585938,1.75782752037048,0,-434.382187421733,4214.36448442689
"6427",24549,"CC_BY_4_0","Flanders Marine Institute","MONICET",2019,7,4,"Physeter macrocephalus","Physeteridae",0,"2019-07-01",0,15.0999999999999,22.24,36.219,0.308,"Reanalysis",1015.11608886719,1.01805245876312,0,-685.686486078462,4373.60014303695
"6428",24550,"CC_BY_4_0","Flanders Marine Institute","MONICET",2020,8,21,"Physeter macrocephalus","Physeteridae",0,"2020-08-01",0,12.8999999999996,24.261,36.368,0.362,"Reanalysis",1790.76062011719,0.446492165327072,0,-654.218057169062,4307.35131179763
"6429",24552,"CC_BY_4_0","Flanders Marine Institute","MONICET",2010,10,6,"Physeter macrocephalus","Physeteridae",0,"2010-10-01",0,45.6999999999998,21.124,36.337,0.224,"Reanalysis",1265.71142578125,1.58765995502472,0,-419.298040535905,4204.76505640948
"6430",24553,"CC_BY_4_0","Flanders Marine Institute","MONICET",2018,8,7,"Physeter macrocephalus","Physeteridae",0,"2018-08-01",0,13.5999999999999,23.678,36.477,0.351,"Reanalysis",1836.52453613281,1.08791828155518,0,-411.410768263928,4194.86683176535
"6431",24555,"CC_BY_4_0","Flanders Marine Institute","MONICET",2014,10,24,"Physeter macrocephalus","Physeteridae",0,"2014-10-01",0,32.8999999999996,20.792,36.35,0.269,"Reanalysis",844.190856933594,1.2706857919693,0,-414.011051067531,4219.96554605627
"6432",24557,"CC_BY_4_0","Flanders Marine Institute","MONICET",2016,7,12,"Physeter macrocephalus","Physeteridae",0,"2016-07-01",0,11.7999999999997,21.909,36.124,0.243,"Reanalysis",425.956451416016,0.380395948886871,0,-442.863134051506,4218.72168041893
"6433",24558,"CC_BY_4_0","Flanders Marine Institute","MONICET",2018,9,9,"Physeter macrocephalus","Physeteridae",0,"2018-09-01",0,20.5999999999999,24.299,36.368,0.367,"Reanalysis",896.128601074219,1.16411101818085,0,-695.113581919813,4370.46439534419
"6434",24560,"CC_BY_4_0","Flanders Marine Institute","MONICET",2018,5,15,"Physeter macrocephalus","Physeteridae",0,"2018-05-01",0,27.8999999999996,18.355,36.329,0.249,"Reanalysis",844.190856933594,1.2706857919693,0,-413.125567528487,4219.86675830271
"6435",24562,"CC_BY_4_0","Flanders Marine Institute","MONICET",2015,8,5,"Physeter macrocephalus","Physeteridae",0,"2015-08-01",0,12.0999999999999,23.321,36.237,0.313,"Reanalysis",1384.72216796875,1.37202680110931,0,-665.925459663937,4331.85549452977
"6436",24564,"CC_BY_4_0","Flanders Marine Institute","MONICET",2015,7,5,"Physeter macrocephalus","Physeteridae",0,"2015-07-01",0,12.0999999999999,22.202,36.278,0.212,"Reanalysis",844.190856933594,1.2706857919693,0,-407.93626949178,4218.1621747864
"6437",24565,"CC_BY_4_0","Flanders Marine Institute","MONICET",2017,11,4,"Physeter macrocephalus","Physeteridae",0,"2017-11-01",0,52.2999999999997,21.053,36.2,0.271,"Reanalysis",662.797790527344,1.29664885997772,0,-453.14754604459,4207.48786079313
"6438",24567,"CC_BY_4_0","Flanders Marine Institute","MONICET",2018,9,19,"Physeter macrocephalus","Physeteridae",0,"2018-09-01",0,20.5999999999999,24.299,36.368,0.367,"Reanalysis",1015.11608886719,1.01805245876312,0,-686.561058696507,4373.73263217373
"6439",24568,"CC_BY_4_0","Flanders Marine Institute","MONICET",2018,6,2,"Physeter macrocephalus","Physeteridae",0,"2018-06-01",0,15.7999999999997,20.727,36.383,0.274,"Reanalysis",844.190856933594,1.2706857919693,0,-414.259677883866,4217.7375777675
"6440",24570,"CC_BY_4_0","Flanders Marine Institute","MONICET",2016,10,18,"Physeter macrocephalus","Physeteridae",0,"2016-10-01",0,26.0999999999999,21.879,36.297,0.262,"Reanalysis",689.592163085938,1.0527777671814,0,-425.774801597489,4219.03055077011
"6441",24571,"CC_BY_4_0","Flanders Marine Institute","MONICET",2018,10,18,"Physeter macrocephalus","Physeteridae",0,"2018-10-01",0,35.0999999999999,21.588,36.328,0.367,"Reanalysis",1015.11608886719,1.01805245876312,0,-677.276531254567,4370.04863250057
"6442",24573,"CC_BY_4_0","Flanders Marine Institute","MONICET",2018,7,31,"Physeter macrocephalus","Physeteridae",0,"2018-07-01",0,11.5999999999999,22.261,36.327,0.307,"Reanalysis",896.128601074219,1.16411101818085,0,-690.764199397663,4375.51286110028
"6443",24575,"CC_BY_4_0","Flanders Marine Institute","MONICET",2020,7,28,"Physeter macrocephalus","Physeteridae",0,"2020-07-01",0,14.3999999999996,22.44,36.379,0.328,"Reanalysis",1773.44091796875,0.801110684871674,0,-643.56587002306,4312.65433173621
"6444",24576,"CC_BY_4_0","Flanders Marine Institute","MONICET",2016,9,16,"Physeter macrocephalus","Physeteridae",0,"2016-09-01",0,23.0999999999999,23.235,36.251,0.288,"Reanalysis",762.213073730469,2.42390322685242,0,-463.892141036818,4246.02854215777
"6445",24577,"CC_BY_4_0","Flanders Marine Institute","MONICET",2010,10,6,"Physeter macrocephalus","Physeteridae",0,"2010-10-01",0,45.6999999999998,21.124,36.337,0.224,"Reanalysis",1265.71142578125,1.58765995502472,0,-420.185288800123,4204.86421512729
"6446",24579,"CC_BY_4_0","Flanders Marine Institute","MONICET",2015,7,11,"Physeter macrocephalus","Physeteridae",0,"2015-07-01",0,11.8999999999996,22.357,36.243,0.274,"Reanalysis",1089.95190429688,1.58661651611328,0,-676.967942669079,4330.06374573494
"6447",24580,"CC_BY_4_0","Flanders Marine Institute","MONICET",2011,7,14,"Physeter macrocephalus","Physeteridae",0,"2011-07-01",0,12.0999999999999,21.323,36.339,0.244,"Reanalysis",1050.84350585938,1.75782752037048,0,-432.228469446607,4209.6053644876
"6448",24581,"CC_BY_4_0","Flanders Marine Institute","MONICET",2012,7,16,"Physeter macrocephalus","Physeteridae",0,"2012-07-01",0,12.8999999999996,21.137,36.299,0.209,"Reanalysis",689.592163085938,1.0527777671814,0,-417.677875346352,4219.24766476642
"6449",24582,"CC_BY_4_0","Flanders Marine Institute","MONICET",2015,8,10,"Physeter macrocephalus","Physeteridae",0,"2015-08-01",0,12,23.25,36.253,0.3,"Reanalysis",1093.35681152344,0.456513106822968,0,-654.365891321953,4349.54199640476
